1694085989746|10|statement|connection 2|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|     drop table if exists category CASCADE |     drop table if exists category CASCADE 
1694182609746|0|statement|connection 6|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694182609747|0|commit|connection 6|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182672588|7|statement|connection 7|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_
1694182672590|1|commit|connection 7|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182672596|4|statement|connection 8|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694182672597|1|commit|connection 8|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182683915|6|statement|connection 9|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_
1694182683917|1|commit|connection 9|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182683925|5|statement|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694182683925|0|commit|connection 10|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182700050|1|statement|connection 11|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_
1694182700052|0|commit|connection 11|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182700054|0|statement|connection 12|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694182700054|0|commit|connection 12|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182708705|1|statement|connection 13|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name=?|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_ where member0_.name='aaaa'
1694182708723|7|statement|connection 13|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694182708779|1|statement|connection 13|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into member (city, street, zipcode, name, member_id) values (?, ?, ?, ?, ?)|insert into member (city, street, zipcode, name, member_id) values ('111', '11', '11', 'aaaa', 1)
1694182708793|0|commit|connection 13|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182709723|2|statement|connection 14|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_
1694182709752|0|commit|connection 14|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182709754|0|statement|connection 15|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694182709755|0|commit|connection 15|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182720582|1|statement|connection 16|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694182720604|3|statement|connection 16|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into item (name, price, stock_quantity, author, isbn, dtype, item_id) values (?, ?, ?, ?, ?, 'B', ?)|insert into item (name, price, stock_quantity, author, isbn, dtype, item_id) values ('zczvcxvzx', 1211, 11, 'a', 'df', 'B', 2)
1694182720606|1|commit|connection 16|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182720623|3|statement|connection 17|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694182720644|3|commit|connection 17|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182722952|1|statement|connection 18|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_|select member0_.member_id as member_i1_4_, member0_.city as city2_4_, member0_.street as street3_4_, member0_.zipcode as zipcode4_4_, member0_.name as name5_4_ from member member0_
1694182722954|0|commit|connection 18|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182722962|0|statement|connection 19|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_|select item0_.item_id as item_id2_3_, item0_.name as name3_3_, item0_.price as price4_3_, item0_.stock_quantity as stock_qu5_3_, item0_.artist as artist6_3_, item0_.etc as etc7_3_, item0_.author as author8_3_, item0_.isbn as isbn9_3_, item0_.actor as actor10_3_, item0_.director as directo11_3_, item0_.dtype as dtype1_3_ from item item0_
1694182722964|0|commit|connection 19|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop||
1694182728186|6|statement|connection 20|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select member0_.member_id as member_i1_4_0_, member0_.city as city2_4_0_, member0_.street as street3_4_0_, member0_.zipcode as zipcode4_4_0_, member0_.name as name5_4_0_ from member member0_ where member0_.member_id=?|select member0_.member_id as member_i1_4_0_, member0_.city as city2_4_0_, member0_.street as street3_4_0_, member0_.zipcode as zipcode4_4_0_, member0_.name as name5_4_0_ from member member0_ where member0_.member_id=1
1694182728202|1|statement|connection 20|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|select item0_.item_id as item_id2_3_0_, item0_.name as name3_3_0_, item0_.price as price4_3_0_, item0_.stock_quantity as stock_qu5_3_0_, item0_.artist as artist6_3_0_, item0_.etc as etc7_3_0_, item0_.author as author8_3_0_, item0_.isbn as isbn9_3_0_, item0_.actor as actor10_3_0_, item0_.director as directo11_3_0_, item0_.dtype as dtype1_3_0_ from item item0_ where item0_.item_id=?|select item0_.item_id as item_id2_3_0_, item0_.name as name3_3_0_, item0_.price as price4_3_0_, item0_.stock_quantity as stock_qu5_3_0_, item0_.artist as artist6_3_0_, item0_.etc as etc7_3_0_, item0_.author as author8_3_0_, item0_.isbn as isbn9_3_0_, item0_.actor as actor10_3_0_, item0_.director as directo11_3_0_, item0_.dtype as dtype1_3_0_ from item item0_ where item0_.item_id=2
1694182728208|1|statement|connection 20|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694182728212|0|statement|connection 20|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694182728215|0|statement|connection 20|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|call next value for hibernate_sequence|call next value for hibernate_sequence
1694182728224|2|statement|connection 20|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into delivery (city, street, zipcode, status, delivery_id) values (?, ?, ?, ?, ?)|insert into delivery (city, street, zipcode, status, delivery_id) values ('111', '11', '11', NULL, 4)
1694182728248|13|statement|connection 20|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into orders (delivery_id, member_id, order_date, status, order_id) values (?, ?, ?, ?, ?)|insert into orders (delivery_id, member_id, order_date, status, order_id) values (4, 1, '2023-09-08T23:18:48.205+0900', 'ORDER', 3)
1694182728252|1|statement|connection 20|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|insert into order_item (count, item_id, order_id, order_price, order_item_id) values (?, ?, ?, ?, ?)|insert into order_item (count, item_id, order_id, order_price, order_item_id) values (1, 2, 3, 1211, 5)
1694182728269|12|statement|connection 20|url jdbc:h2:tcp://localhost/~/Projects/h2/jpashop|update item set name=?, price=?, stock_quantity=?, author=?, isbn=? where item_id=?|update item set name='zczvcxvzx', price=1211, stock_quantity=10, author='a', isbn='df' where item_id=2
